央视频道,#genre#
CHC家庭影院,http://60.16.18.243:4949/hls/29/index.m3u8
CHC影迷电影,http://60.223.255.143:8800/hls/30/index.m3u8
CHC电影,http://60.16.18.243:4949/hls/28/index.m3u8
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
1905国内电影,http://xxwx.yoesun.com/1905dy.php?id=1905a#http://150.138.77.132:10037/1905电影网.php?id=1905


动作影院,http://123.10.79.87:808/hls/97/index.m3u8
动作影院,http://123.10.77.5:808/hls/97/index.m3u8
动作影院,http://123.10.78.170:808/hls/97/index.m3u8
包头新闻综合,http://1.24.190.98:10080/hls/26/index.m3u8

家庭影院,http://123.10.77.5:808/hls/99/index.m3u8
家庭影院,http://123.10.78.170:808/hls/99/index.m3u8
家庭影院,http://123.10.79.87:808/hls/99/index.m3u8
少儿动画,http://123.10.79.87:808/hls/76/index.m3u8
少儿动画,http://123.10.77.5:808/hls/76/index.m3u8
少儿动画,http://123.10.78.170:808/hls/76/index.m3u8
少儿科教,http://60.9.236.136:50003/hls/26/index.m3u8
山东体育,http://221.0.78.26:881/hls/50222/index.m3u8
山东教育,http://60.9.236.136:50003/hls/74/index.m3u8
山西影视,http://60.223.255.143:8800/hls/79/index.m3u8
山西文体生活,http://60.223.255.143:8800/hls/76/index.m3u8
山西社会与法治,http://60.223.255.143:8800/hls/78/index.m3u8
山西经济与科技,http://60.223.255.143:8800/hls/77/index.m3u8
山西黄河,http://60.223.255.143:8800/hls/81/index.m3u8



其他频道,#genre#
CHC家庭影院,http://60.16.18.243:4949/hls/29/index.m3u8
CHC电影,http://60.16.18.243:4949/hls/28/index.m3u8
无棣综艺,http://xxwx.yoesun.com/iqilu.php?id=bzwdzy
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
数字电视,#genre#
北京卫视4K超高清,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s41/index.m3u8?time=1745560813&sign=fa10de56105c620ca9726589ad7871eb#https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1745560811&sign=0d48c51672c72cf3da2ce1f5dfcb2498

特色,#genre#
凤凰资讯[1920*1080],http://108.181.20.197/livehttpplay?channel_id=30015
凤凰资讯[1280*720],http://108.181.20.197/livehttpplay?channel_id=20066
凤凰中文[1280*720],http://108.181.20.197/livehttpplay?channel_id=20065
凤凰中文[1920*1080],http://108.181.20.197/livehttpplay?channel_id=30014
凤凰香港[1280*720],http://108.181.20.197/livehttpplay?channel_id=20067
凤凰香港[1920*1080],http://108.181.20.197/livehttpplay?channel_id=30016
纬来电影[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20199
美亚电影[1280*720],http://108.181.20.197/livehttpplay?channel_id=20197
东森洋片[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20080
天映经典[1024*576],http://108.181.20.197/livehttpplay?channel_id=20063
星河[1280*720],http://108.181.20.197/livehttpplay?channel_id=20070
好莱坞电影[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20062
华纳W北京[1280*720],http://108.181.20.197/livehttpplay?channel_id=20112
东森电影[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20077
五星体育[1280*720],http://108.181.20.197/livehttpplay?channel_id=20060
龙祥电影[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20114
天映电影[1280*720],http://108.181.20.197/livehttpplay?channel_id=10130
龙华电影[1280*720],http://108.181.20.197/livehttpplay?channel_id=10129
龙华偶像[1280*720],http://108.181.20.197/livehttpplay?channel_id=20023
龙华日韩[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20080
龙华洋片[1280*720],http://108.181.20.197/livehttpplay?channel_id=20090
FGM电影[1280*720],http://108.181.20.197/livehttpplay?channel_id=10123
HBOFAMILY[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20092
HBOHITS[1024*576],http://108.181.20.197/livehttpplay?channel_id=20091
HBO[1920*1080],http://108.181.20.197/livehttpplay?channel_id=20314
HBO[1024*576],http://108.181.20.197/livehttpplay?channel_id=20093
美亚电影[1280*720],http://108.181.21.27:27347/livehttpplay?channel_id=20197
龙华洋片[1280*720],http://108.181.21.27:27347/livehttpplay?channel_id=20090
龙华电影[1280*720],http://108.181.21.27:27347/livehttpplay?channel_id=10129
纬来电影[1920*1080],http://108.181.21.27:27347/livehttpplay?channel_id=20199
纬来戏剧[1920*1080],http://108.181.21.27:27347/livehttpplay?channel_id=20200
纬来体育[1920*1080],http://108.181.21.27:27347/livehttpplay?channel_id=20120



🇨🇳咪咕视频,#genre#
咪咕视频01,http://8.134.12.37:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频02,http://8.134.12.37:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频03,http://8.134.12.37:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频04,http://8.134.12.37:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频05,http://8.134.12.37:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频06,http://8.134.12.37:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频07,http://8.134.12.37:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频08,http://8.134.12.37:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频09,http://8.134.12.37:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
咪咕视频10,http://8.134.12.37:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频11,http://8.134.12.37:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频12,http://8.134.12.37:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频13,http://8.134.12.37:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频14,http://8.134.12.37:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
咪咕视频15,http://8.134.12.37:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频16,http://8.134.12.37:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频17,http://8.134.12.37:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频18,http://8.134.12.37:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
咪咕视频19,http://8.134.12.37:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频20,http://8.134.12.37:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频21,http://8.134.12.37:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频22,http://8.134.12.37:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
咪咕视频23,http://8.134.12.37:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
咪咕视频24,http://8.134.12.37:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频25,http://8.134.12.37:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频26,http://8.134.12.37:35455/itv/3000000010000011112.m3u8?cdn=FifastbLive
咪咕视频27,http://8.134.12.37:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频28,http://8.134.12.37:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频29,http://8.134.12.37:35455/itv/3000000010000011763.m3u8?cdn=FifastbLive
咪咕视频30,http://8.134.12.37:35455/itv/3000000010000011873.m3u8?cdn=FifastbLive
咪咕视频31,http://8.134.12.37:35455/itv/3000000010000012398.m3u8?cdn=FifastbLive
咪咕视频32,http://8.134.12.37:35455/itv/3000000010000012450.m3u8?cdn=FifastbLive
咪咕视频33,http://8.134.12.37:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频34,http://8.134.12.37:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频35,http://8.134.12.37:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频36,http://8.134.12.37:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频37,http://8.134.12.37:35455/itv/3000000010000017389.m3u8?cdn=FifastbLive
咪咕视频38,http://8.134.12.37:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频39,http://8.134.12.37:35455/itv/3000000010000017997.m3u8?cdn=FifastbLive
咪咕视频40,http://8.134.12.37:35455/itv/3000000010000019380.m3u8?cdn=FifastbLive
咪咕视频41,http://8.134.12.37:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频42,http://8.134.12.37:35455/itv/3000000010000020168.m3u8?cdn=FifastbLive
咪咕视频43,http://8.134.12.37:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频44,http://8.134.12.37:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频45,http://8.134.12.37:35455/itv/3000000010000024205.m3u8?cdn=FifastbLive
咪咕视频46,http://8.134.12.37:35455/itv/3000000010000024691.m3u8?cdn=FifastbLive
咪咕视频47,http://8.134.12.37:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频48,http://8.134.12.37:35455/itv/3000000010000025943.m3u8?cdn=FifastbLive
咪咕视频49,http://8.134.12.37:35455/itv/3000000010000027318.m3u8?cdn=FifastbLive
咪咕视频50,http://8.134.12.37:35455/itv/3000000010000027638.m3u8?cdn=FifastbLive
咪咕视频51,http://8.134.12.37:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频52,http://8.134.12.37:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频53,http://8.134.12.37:35455/itv/3000000010000032106.m3u8?cdn=FifastbLive
咪咕壹4K,http://8.134.12.37:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕贰4K,http://8.134.12.37:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive

历年春湾,#genre#
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚,https://cdn8.yzzy-online.com/20220704/597_e0d90c37/1000k/hls/index.m3u8
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚,https://cdn8.yzzy-online.com/20220704/591_82b72f82/1000k/hls/index.m3u8
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚,https://cdn8.yzzy-online.com/20220704/577_cda9c8d1/1000k/hls/index.m3u8
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
春晚,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8

